,ex2PEOE_VSA9,R,ex2BCUT2D_CHGHI,pieceSMR_VSA6,pieceFpDensityMorgan2,preBCUT2D_MWHI,pieceBCUT2D_MRLOW,polyol_MW,piecePEOE_VSA10,pieceVSA_EState6,pieceVSA_EState9,preSlogP_VSA5,piecePEOE_VSA7,ex2MinAbsEStateIndex,ex1PEOE_VSA2,ex1VSA_EState4,piece_mw,ex2BCUT2D_LOGPHI,pieceHallKierAlpha,pieceSPS,polyol_ratio,ex2FpDensityMorgan3,ex1VSA_EState7,mac_rate,pieceBCUT2D_MWHI,extender1_ratio,pieceMinAbsEStateIndex,pieceMaxAbsEStateIndex,ex2BCUT2D_LOGPLOW,Diisocyanate_ratio,Hs_wt,pieceqed,pieceBCUT2D_MRHI,ex2FpDensityMorgan1,extender2_ratio,pieceBalabanJ,pieceEState_VSA6,pieceMaxPartialCharge,pieceMinEStateIndex,piecePEOE_VSA9,ex2PEOE_VSA7,ex2MolLogP,pieceNumAliphaticHeterocycles,ex1PEOE_VSA9,pieceVSA_EState5,pieceVSA_EState2,ex2MaxPartialCharge,pieceBertzCT,ex2TPSA,lg_ts
93,13.21376393,1,1.846568421,1093.338115,0.072186837,16.56250342,0.076104924,1000,26.42752786,0,8.888955304,231.1495784,1001.648173,0.225292895,0,0,6855.729,2.183066881,-12.88,11.55414013,0.14,1.5,0,50,33.1169148,0.07,0.26886137,12.17745536,-1.854617759,0.5,0.499,0.015272463,8.766279489,0.875,0.29,3.226706765,43.17559191,0.406654327,-0.446973203,80.28841473,0,0.3524,0,13.21376393,2.425927293,191.6832613,0.052959576,9073.624089,40.46,1.394451681
94,13.21376393,1,1.846568421,1093.338115,0.072186837,16.56250342,0.076104924,1000,26.42752786,0,8.888955304,231.1495784,1001.648173,0.225292895,0,0,6855.729,2.183066881,-12.88,11.55414013,0.14,1.5,0,50,33.1169148,0.07,0.26886137,12.17745536,-1.854617759,0.5,0.499,0.015272463,8.766279489,0.875,0.29,3.226706765,43.17559191,0.406654327,-0.446973203,80.28841473,0,0.3524,0,13.21376393,2.425927293,191.6832613,0.052959576,9073.624089,40.46,1.394451681
95,13.21376393,1,1.846568421,1093.338115,0.072186837,16.56250342,0.076104924,1000,26.42752786,0,8.888955304,231.1495784,1001.648173,0.225292895,0,0,6855.729,2.183066881,-12.88,11.55414013,0.14,1.5,0,50,33.1169148,0.07,0.26886137,12.17745536,-1.854617759,0.5,0.499,0.015272463,8.766279489,0.875,0.29,3.226706765,43.17559191,0.406654327,-0.446973203,80.28841473,0,0.3524,0,13.21376393,2.425927293,191.6832613,0.052959576,9073.624089,40.46,1.394451681
96,13.21376393,1,2.038585866,992.0381258,0.091891892,16.56312202,0.076093291,1000,52.85505572,16.78794269,2.83022875,295.3577947,1478.154487,0.049856561,0,1.674025941,7925.117,2.049638937,-18.76,18.43963964,0.294,1.772727273,-1.212667914,24,16.76223878,0.206,0.019834405,12.76874021,-2.255658604,0.5,0.399,0.021596918,5.787780495,0.909090909,0,0.19444486,0,0.407020091,-0.665337772,80.28841473,11.12690298,0.1236,0,13.21376393,10.44124273,251.1128456,0.406978764,12737.98699,117.12,1.392696953
97,0,1,2.000738611,2041.834496,0.060046189,16.58084092,-0.122599651,2000,0,38.0861756,3.099549555,383.5345571,2133.211876,0.219299414,20.44065716,4.005796013,12405.494,1.980001301,-25.64,11.69284065,0.25,1.5,1.953977702,50,16.92416707,0.25,0.125985403,12.70745821,-2.303425073,0.5,0.207,0.009560253,6.063835455,0.916666667,0,0.37412316,187.3831024,0.411121238,-0.589027362,92.7435844,12.84164325,-1.4734,0,0,-1.239906019,249.5481347,0.233372713,19214.97823,110.24,1.389166084
98,13.21376393,0.2,1.846568421,413.0024336,0.098591549,16.59591974,-0.1455477,1000,26.42752786,115.5151548,8.456863232,227.7200979,1105.004138,0.225292895,0,0,7030.487,2.183066881,-42.96,10.84507042,0.5,1.5,0,500,33.11692118,0.333,0.020502941,12.62078313,-1.854617759,0.167,0.157,0.005532738,8.766438412,0.875,0,0.245154319,218.3892145,0.418877773,-0.94585411,278.4948737,0,0.3524,0,13.21376393,-12.91662042,691.6746579,0.052959576,17721.53761,40.46,1.383815366
99,37.62962948,1.022,2.829774988,712.3440221,0.1725,16.55921348,-0.618491022,650,37.62962948,-0.694561228,5.836543858,195.6421421,918.329165,0.039686856,0,0,5752.08,2.761587181,-12.74,22.455,0.22,1.266666667,0,1000,33.11464857,0.264,0.00842525,13.67255557,-2.86102725,0.505,0.525,0.011635187,8.763070473,0.6,0.011,0.256335194,21.58779595,0.40692748,-0.466491372,104.7042803,99.71565251,2.601,1,13.21376393,3.435072656,219.0894204,0.141804489,10187.69244,77.38,1.370142847
100,13.21376393,1,2.287072813,2041.71151,0.049450549,16.58111082,-0.123057572,2000,75.25925896,118.4949057,2.658250133,394.6614601,2196.543814,0.725818216,0,0,12976.074,2.0347043,-30.08,11.98901099,0.25,1.083333333,-6.391944444,500,16.95646635,0.25,0.256629908,12.75086334,-2.464981961,0.5,0.254,0.012430722,6.030988038,0.666666667,0,0.205049128,97.0618731,0.411209143,-1.996735243,80.28841473,0,-3.5854,0,13.21376393,0,199.2121603,0.110578607,21609.20372,121.38,1.360214613
101,0,1,1.976008588,2015.283982,0.051198257,16.58111082,0.075254584,2000,22.99804733,150.9001371,8.787154472,394.6614601,2293.605687,0.276836505,0,0,13112.418,2.37515263,-31.48,11.68409586,0.167,1.1875,0,50,33.11707898,0.333,0.293026145,12.99966345,-1.692967048,0.5,0.385,0.009560247,8.767576832,0.5625,0,0.167992227,48.53093655,0.416587117,-0.617686142,80.28841473,48.53093655,3.8972,0,0,1.551758406,204.0884257,0.115155782,22869.63028,40.46,1.359835482
102,21.42003918,1.333,2.022172536,1045.394591,0.089908257,16.56282524,0.076122194,1000,0,141.4811322,3.154936803,202.0368114,1317.046956,0.573186991,0,14.66629563,7736.055,2.239413106,-28.72,11.47522936,0.286,1.529411765,0.75,500,35.49908301,0.143,0.258425183,13.23656115,-1.927596612,0.571,0.388,0.012430722,6.361142255,0.764705882,0,0.184811029,62.62628051,0.411111954,-0.511089814,108.908898,41.81319288,3.7486,0,21.42003918,0,201.4741542,0.063777406,16472.38264,52.04,1.3586961
103,13.21376393,1.043,1.846568421,995.5226066,0.142857143,16.56312202,0.076093314,1000,26.42752786,1.704725391,6.056881813,295.3577947,1475.666061,0.225292895,10.11132579,0.183256272,7839.166,2.183066881,-16.16,18.65750916,0.256,1.5,3.295871435,500,33.11466708,0.07,0.064842816,13.51284704,-1.854617759,0.512,0.422,0.016356876,8.763191259,0.875,0.164,0.208895361,28.51153315,0.406920654,-0.84907207,86.33025556,0,0.3524,0,19.25560476,11.84570131,246.7117716,0.052959576,12609.32047,40.46,1.357934847
104,0,1,1.884927895,995.5226066,0.142335766,16.56312202,0.076093313,1000,13.21376393,1.757227135,6.353153511,295.3577947,1488.507704,0.285277778,10.11132579,0.183256272,7867.22,2.214369426,-16.16,18.63321168,0.25,1.5,3.295871435,500,33.11466716,0.075,0.064851334,13.51292445,-1.854735341,0.5,0.434,0.016356876,8.763017936,0.8,0.175,0.208735043,28.51153315,0.406920654,-0.84906677,99.54401949,12.84164325,1.1326,0,19.25560476,12.32895707,246.7046664,0.043869797,12640.64914,40.46,1.357934847
105,0,1.045,1.768324594,2041.71151,0.038975501,16.58111082,0.075254584,2000,0,121.6932192,2.659195867,394.6614601,2222.2271,0.195,0,0,12791.974,1.802227409,-29.76,11.69487751,0.137,1.333333333,1.4375,50,16.94227496,0.353,0.146726026,12.65955984,-1.849294283,0.512,0.369,0.012430822,6.027417231,0.833333333,0,0.203505544,0,0.411111959,-0.582960009,106.7159426,12.84164325,-0.2488,0,0,0,198.7989747,0.043137008,21137.03079,40.46,1.357172258
106,0,1,1.841818145,2041.71151,0.039911308,16.58111082,0.075254584,2000,0,122.1634838,2.659268364,394.6614601,2247.910387,0.283163265,0,0,12848.082,1.960693252,-29.76,11.6962306,0.25,1.25,3.8275,500,16.94294504,0.25,0.257479315,12.65738596,-1.850951937,0.5,0.236,0.012430822,6.028298278,0.625,0,0.203424069,0,0.411111954,-0.529621656,106.7159426,12.84164325,0.5314,0,0,0,198.7863301,0.043052419,21207.88896,40.46,1.352761192
107,13.21376393,1,1.846568421,611.2088925,0.08203125,16.75006188,0.047495744,1000,26.42752786,118.253943,8.507602419,202.0368114,1233.42057,0.225292895,0,0,7290.632,2.183066881,-44.66,10.76171875,0.25,1.5,0,20,33.11692592,0.25,0.155338032,12.61333101,-1.854617759,0.5,0.396,0.007283387,8.766440556,0.875,0,0.236880192,194.1237462,0.507756147,-0.752584727,476.7013326,0,0.3524,0,13.21376393,2.015199849,560.8721241,0.052959576,16698.99975,40.46,1.352182518
108,13.21376393,0.5,1.947280346,664.8377494,0.081730769,16.60978763,-0.145617442,2000,37.92655152,131.4733022,2.826621346,433.1863898,1941.581394,0.00274189,0,14.66629563,11752.128,2.165996127,-67.72,10.90384615,0.33,1.428571429,0.75,100,35.4968743,0.33,0.023085876,13.25861379,-2.025234427,0.33,0.206,0.007283331,6.372747704,0.785714286,0,0.199581358,254.7874169,0.418877773,-0.948850379,557.0803939,24.26546827,0.4288,0,21.42003918,-26.78558101,1186.959759,0.119189222,29063.25229,58.92,1.348304863
109,0,1,1.768324594,2041.71151,0.038975501,16.58111082,0.075254584,2000,0,121.6932192,2.659195867,394.6614601,2222.2271,0.195,0,0,12791.974,1.802227409,-29.76,11.69487751,0.135,1.333333333,1.4375,50,16.94227496,0.365,0.146726026,12.65955984,-1.849294283,0.5,0.369,0.012430822,6.027417231,0.833333333,0,0.203505544,0,0.411111959,-0.582960009,106.7159426,12.84164325,-0.2488,0,0,0,198.7989747,0.043137008,21137.03079,40.46,1.345373731
110,13.21376393,0.5,1.947280346,475.9343076,0.091644205,16.75256852,-0.1700754,2000,37.92655152,124.9753278,2.772802698,279.0866709,1042.666366,0.00274189,0,14.66629563,10528.258,2.165996127,-78.32,10.55525606,0.33,1.428571429,0.75,100,35.49686529,0.33,0.012590714,13.23328118,-2.025234427,0.33,0.206,0.005532695,6.372781294,0.785714286,0,0.213842495,400.3802265,0.418877773,-1.080026515,28.52983672,24.26546827,0.4288,0,21.42003918,-74.2418456,1421.718094,0.119189222,29500.42747,58.92,1.344392274
111,13.21376393,0.167,1.846568421,809.4153515,0.063444109,16.76624652,0.047261521,2000,26.42752786,118.159734,8.497583631,279.0866709,1618.669868,0.225292895,0,0,9453.182,2.183066881,-55.61,10.77039275,0.5,1.5,0,20,33.11696545,0.179,0.152255188,12.62457485,-1.854617759,0.143,0.083,0.007283387,8.766722618,0.875,0.179,0.22891394,194.1237462,0.507756147,-0.755292978,674.9077915,0,0.3524,0,13.21376393,2.002489796,742.1533677,0.052959576,20927.40433,40.46,1.342422681
112,0,0.2,1.841818145,389.9910192,0.10467706,16.59584919,-0.145547701,1000,0,37.98719465,2.477867449,216.5931949,1067.355487,0.283163265,0,0,6349.543,1.960693252,-38.12,10.81069042,0.5,1.25,3.8275,500,16.74259482,0.333,0.002710367,12.66799718,-1.850951937,0.167,0.12,0.007283451,6.067549754,0.625,0,0.443029883,164.5845048,0.418887057,-1.032393674,304.9224015,12.84164325,0.5314,0,0,-15.48615969,690.8154988,0.043052419,14942.39427,40.46,1.342422681
113,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.16,1.533333333,0,50,33.1147576,0.1,0.048002476,14.62069612,-2.476188415,0.5,0.395,0.005561095,8.763763776,1,0.24,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.33243846
114,12.79718382,2.106,2.001708055,1005.760716,0.141491396,16.56292422,0.060610271,1000,11.49902367,23.09994324,5.763082643,259.8503584,1235.710636,0.096558727,4.992404733,1.553302627,7466.477,2.255274107,-18.46,17.23135755,0.283,2.444444444,1.661052532,50,16.74174314,0.04,0.005451605,13.62153978,-1.863663749,0.678,0.362,0.011086294,5.8735893,1.055555556,0,0.292507057,97.35834012,0.412451955,-0.614086243,105.8827824,48.02802097,2.857,0,12.79718382,1.85956991,215.5811779,0.160627946,13409.21696,62.05,1.331427297
115,0,0.955,1.768324594,2041.71151,0.038975501,16.58111082,0.075254584,2000,0,121.6932192,2.659195867,394.6614601,2222.2271,0.195,0,0,12791.974,1.802227409,-29.76,11.69487751,0.133,1.333333333,1.4375,50,16.94227496,0.377,0.146726026,12.65955984,-1.849294283,0.487,0.37,0.012430822,6.027417231,0.833333333,0,0.203505544,0,0.411111959,-0.582960009,106.7159426,12.84164325,-0.2488,0,0,0,198.7989747,0.043137008,21137.03079,40.46,1.329194415
116,0,1,2.383701318,952.1483318,0.102803738,16.56312202,0.073952542,1000,0,2.586334685,3.333179688,295.3577947,1516.085572,0.278935185,0,12.43092593,7639.105,2.4413649,-14.28,20.16448598,0.25,2.25,3.444166667,100,16.7143235,0.25,0.005395477,13.72489202,-2.45018654,0.5,0.41,0.019858038,5.802944018,1.25,0,0.19580974,14.09534397,0.406842028,-0.309791099,66.06881965,36.63720221,1.4888,0,0,11.01014586,204.7730425,0.004952821,12077.36879,52.04,1.328379603
117,0,1,2.043233864,692.760874,0.087581699,16.6093616,-0.145617461,2000,13.21376393,-0.570732411,4.41254911,462.2991569,1657.701745,0.06000189,0,0,10919.595,1.991367908,-54.24,10.91895425,0.25,2.833333333,0,50,16.90928385,0.1875,0.007268965,12.95254926,-2.187983653,0.5,0.19,0.012461349,6.109109545,1.666666667,0.0625,1.811198842,6.9237372,0.414391281,-0.868276353,549.3770342,6.9237372,-0.80468,0,13.21376393,-27.54071892,1197.527083,0.277448476,21905.7272,92,1.328379603
118,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.15,1.533333333,0,50,33.1147576,0.13,0.048002476,14.62069612,-2.476188415,0.5,0.414,0.005561095,8.763763776,1,0.22,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.326335861
119,11.83581209,0.182,2.638868507,2015.283982,0.062098501,16.58111082,-0.165066962,2000,45.99609467,139.9304986,2.658590443,394.6614601,2243.063088,0.017823897,9.589074368,1.596990741,13260.306,2.644654282,-35,12.63169165,0.385,1.5,0,50,16.96675451,0.462,0.128844886,13.73598842,-2.565670147,0.154,0.197,0.007283387,6.103655531,0.666666667,0,0.134347678,97.0618731,0.416589318,-0.813499598,103.9600389,23.25963712,2.0492,4,11.83581209,-6.201122735,257.0532535,0.315395099,24199.3767,93.06,1.322219295
120,11.12690298,1,2.042798906,396.9217446,0.133466135,16.60001496,-0.148833527,1000,0,22.60174643,7.964953736,240.5878935,658.8425207,0.254778807,0,0.509557613,7200.366,2.367990463,-40.22,16.64143426,0.251,1.2,0,100,33.11697192,0.249,0.002235249,13.31263394,-1.942911734,0.5,0.427,0.006415897,8.766784006,0.65,0,0.335505014,48.53093655,0.414848391,-0.995944782,366.8174993,48.53093655,3.8824,0,11.12690298,-30.36926545,878.5473403,0.33517959,16999.896,74.6,1.322219295
121,11.12690298,1,2.042798906,1387.954039,0.045362221,16.69398772,-1.063765611,4000,0,22.40318001,7.924387347,722.1495152,1621.965764,0.254778807,0,0.509557613,21165.891,2.367990463,-119.72,12.76506432,0.251,1.2,0,100,33.11724205,0.249,0.000396163,13.34831592,-1.942911734,0.5,0.157,0.006415897,8.769467814,0.65,0,0.300693009,48.53093655,0.414848391,-1.003881757,1357.849794,48.53093655,3.8824,0,11.12690298,-107.316784,2721.992216,0.33517959,45732.59372,74.6,1.315970345
122,0,1,1.768324594,654.2662978,0.06295754,16.59920646,-0.148227699,830,66.06881965,117.2624875,2.601053541,330.4532439,1515.936722,0.195,0,0,9625.629,1.802227409,-56.16,10.89604685,0.05,1.333333333,1.4375,100,16.85467216,0.45,0.030334836,12.65382745,-1.849294283,0.5,0.8,0.009560247,6.12098948,0.833333333,0,0.233503757,194.1237462,0.411111959,-0.638138802,503.1288605,12.84164325,-0.2488,0,0,-19.94976113,937.240305,0.043137008,22986.52704,40.46,1.315970345
123,0,1,1.768324594,686.3344576,0.157281553,16.62864282,-0.11635367,1000,63.55424176,-2.156747809,2.71031598,204.6946225,883.6412949,0.195,4.794537184,6.092594482,7418.969,1.802227409,-16.2,23.08543689,0.25,1.333333333,0.313935185,100,16.85048435,0.125,0.003288869,13.73281199,-1.849294283,0.5,0.365,0.021268238,5.879350986,0.833333333,0.125,0.46315663,41.5424232,0.407196152,-0.650829228,1114.462351,12.84164325,-0.2488,0,0,-0.058638828,230.6644675,0.043137008,14626.88738,40.46,1.314288661
124,13.21376393,1,2.038585866,992.0381258,0.091891892,16.56312202,0.076093291,1000,52.85505572,16.78794269,2.83022875,295.3577947,1478.154487,0.049856561,0,1.674025941,7925.117,2.049638937,-18.76,18.43963964,0.294,1.772727273,-1.212667914,24,16.76223878,0.206,0.019834405,12.76874021,-2.255658604,0.5,0.399,0.021596918,5.787780495,0.909090909,0,0.19444486,0,0.407020091,-0.665337772,80.28841473,11.12690298,0.1236,0,13.21376393,10.44124273,251.1128456,0.406978764,12737.98699,117.12,1.31386722
125,13.21376393,0.2,1.846568421,380.2918672,0.124735729,16.59591641,-0.145547907,1000,26.42752786,-1.731031682,8.577605852,285.5336449,1011.238161,0.225292895,0,0,6806.735,2.183066881,-30.48,17.1627907,0.5,1.5,0,500,33.11691564,0.333,0.019706391,13.10264042,-1.854617759,0.167,0.15,0.008838531,8.766349759,0.875,0,0.453755724,0,0.414609618,-0.911377553,278.4948737,0,0.3524,0,13.21376393,-12.88920306,699.3908326,0.052959576,14086.91013,40.46,1.31386722
126,0,1,2.043233864,1074.108593,0.179347826,16.56282524,-0.14480084,1000,25.06724215,123.8701573,2.654105956,202.0368114,1287.967886,0.06000189,4.794537184,2.554258984,7801.48,1.991367908,-29.08,11.57065217,0.25,2.833333333,1.038673821,100,32.16653059,0.1,0.052251759,13.63948581,-2.187983653,0.5,0.436,0.009560173,7.988703302,1.666666667,0.15,0.207245135,55.45467375,0.411546909,-0.84262869,93.50217866,6.9237372,-0.80468,0,19.31773032,0.79764739,234.5002776,0.277448476,17110.24079,92,1.311753861
127,21.42003918,0.281,2.022172536,460.0782314,0.073825503,16.75256852,-0.1700754,2000,0,127.5801728,3.022795369,279.0866709,1060.214091,0.573186991,0,14.66629563,10596.215,2.239413106,-78.12,10.56912752,0.222,1.529411765,0.75,100,35.49913163,0.56,0.105387425,13.23345048,-1.927596612,0.22,0.315,0.005532693,6.403162544,0.764705882,0,0.205599728,388.2474924,0.418877773,-1.080042445,42.84007835,41.81319288,3.7486,0,21.42003918,-75.14982489,1423.448545,0.063777406,29491.64352,52.04,1.307496038
128,13.21376393,1,1.846568421,809.4153515,0.063444109,16.76624652,0.047261521,2000,26.42752786,118.159734,8.497583631,279.0866709,1618.669868,0.225292895,0,0,9453.182,2.183066881,-55.61,10.77039275,0.25,1.5,0,20,33.11696545,0.25,0.152255188,12.62457485,-1.854617759,0.5,0.247,0.007283387,8.766722618,0.875,0,0.22891394,194.1237462,0.507756147,-0.755292978,674.9077915,0,0.3524,0,13.21376393,2.002489796,742.1533677,0.052959576,20927.40433,40.46,1.303196057
129,0,1,1.768324594,1017.968649,0.088176353,16.56292422,0.059563359,1000,0,-0.736931531,2.747455566,259.8503584,1165.33788,0.195,0,0,7160.197,1.802227409,-14.28,17.49498998,0.15,1.333333333,1.4375,5000,16.73274915,0.35,0.004678577,13.1373368,-1.849294283,0.5,0.488,0.019858198,5.759128723,0.833333333,0,0.404431996,0,0.406842703,-0.492712372,106.7159426,12.84164325,-0.2488,0,0,0,204.2650797,0.043137008,11188.54992,40.46,1.29841638
130,13.21376393,0.25,1.846568421,380.2918672,0.124735729,16.59591641,-0.145547907,1000,26.42752786,-1.731031682,8.577605852,285.5336449,1011.238161,0.225292895,0,0,6806.735,2.183066881,-30.48,17.1627907,0.5,1.5,0,500,33.11691564,0.3,0.019706391,13.10264042,-1.854617759,0.2,0.154,0.008838531,8.766349759,0.875,0,0.453755724,0,0.414609618,-0.911377553,278.4948737,0,0.3524,0,13.21376393,-12.88920306,699.3908326,0.052959576,14086.91013,40.46,1.290034611
131,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.16,1.533333333,0,50,33.1147576,0.15,0.048002476,14.62069612,-2.476188415,0.5,0.397,0.005561095,8.763763776,1,0.19,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.290034611
132,0,0.001,1.768324594,786.4039371,0.054711246,16.76624652,0.047261521,2000,0,117.8423482,2.606470194,279.0866709,1644.353154,0.195,0,0,9324.914,1.802227409,-57.01,10.76291793,0.149,1.333333333,1.4375,100,17.01125956,0.327,0.097452326,12.64242427,-1.849294283,0.001,0.091,0.009560247,6.048924909,0.833333333,0,0.229214567,194.1237462,0.507756147,-0.755355489,701.3353194,12.84164325,-0.2488,0,0,0,742.238128,0.043137008,20839.2473,40.46,1.288919606
133,0,1,1.892990612,991.4168702,0.118343195,16.56292422,0.060610271,1000,0,13.83264161,3.247902929,259.8503584,1161.9084,0.591111111,0,13.14842593,7250.381,2.020339002,-15.84,17.39250493,0.385,1.9,0,100,16.71101297,0.135,0.0395799,13.54355351,-1.996855356,0.654,0.321,0.021596916,5.801873179,1,0.135,0.337935316,14.09534397,0.406842698,-0.439218359,66.06881965,11.12690298,0.604,0,0,0,206.4806906,0.017771742,11972.28695,52.04,1.279666944
134,0,1,1.892990612,991.4168702,0.118343195,16.56292422,0.060610271,1000,0,13.83264161,3.247902929,259.8503584,1161.9084,0.591111111,0,13.14842593,7250.381,2.020339002,-15.84,17.39250493,0.385,1.9,0,100,16.71101297,0.135,0.0395799,13.54355351,-1.996855356,0.654,0.321,0.021596916,5.801873179,1,0.135,0.337935316,14.09534397,0.406842698,-0.439218359,66.06881965,11.12690298,0.604,0,0,0,206.4806906,0.017771742,11972.28695,52.04,1.279666944
135,21.42003918,1.333,2.022172536,1065.042076,0.102249489,16.56250342,0.076104925,1000,0,20.14628252,3.198785604,231.1495784,1085.274559,0.573186991,0,14.66629563,7079.567,2.239413106,-16.24,11.54601227,0.286,1.529411765,0.75,500,35.49907107,0.143,0.161391845,12.79556134,-1.927596612,0.571,0.32,0.014414967,6.352877749,0.764705882,0,0.676884275,62.62628051,0.406624327,-0.418158551,108.908898,41.81319288,3.7486,0,21.42003918,0,194.908006,0.063777406,10783.47042,52.04,1.279210513
136,13.21376393,1.05,1.846568421,1820.095131,0.045576408,16.57462358,0.075345127,1810,26.42752786,0,8.89914324,372.4076541,1707.938552,0.225292895,0,0,10821.614,2.183066881,-15.08,11.71849866,0.244,1.5,0,100,33.11698604,0.244,0.269171529,12.1943646,-1.854617759,0.512,0.219,0.015272463,8.766756513,0.875,0,3.193516014,43.17559191,0.406654327,-0.445918032,80.28841473,0,0.3524,0,13.21376393,2.426891311,191.962621,0.052959576,13855.67147,40.46,1.274619619
137,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.18,1.533333333,0,50,33.1147576,0.16,0.048002476,14.62069612,-2.476188415,0.5,0.364,0.005561095,8.763763776,1,0.16,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.271841607
138,0,1,1.955122043,683.6921454,0.175238095,16.62864282,-0.116353669,1000,63.55424176,12.90413561,2.960983736,204.6946225,919.0336661,0.815958023,4.794537184,6.092594482,7540.159,2.109394655,-17.76,22.85904762,0.25,1.1875,0.313935185,100,16.84466151,0.125,0.002570822,13.73361088,-1.926381819,0.5,0.388,0.023338773,5.917920491,0.5625,0.125,0.391661475,48.59009518,0.407196152,-0.650792856,1094.138789,48.2340145,2.6362,0,0,-0.058599103,231.7393758,0.031367601,15448.18231,52.04,1.264817823
139,0,1,1.955122043,683.6921454,0.175238095,16.62864282,-0.116353669,1000,63.55424176,12.90413561,2.960983736,204.6946225,919.0336661,0.815958023,4.794537184,6.092594482,7540.159,2.109394655,-17.76,22.85904762,0.25,1.1875,0.313935185,100,16.84466151,0.125,0.002570822,13.73361088,-1.926381819,0.5,0.388,0.023338773,5.917920491,0.5625,0.125,0.391661475,48.59009518,0.407196152,-0.650792856,1094.138789,48.2340145,2.6362,0,0,-0.058599103,231.7393758,0.031367601,15448.18231,52.04,1.264817823
140,0,1.198,1.968512798,1065.042076,0.092402464,16.56250342,0.076104925,1000,0,29.38991563,9.596440231,231.1495784,1098.710046,0.79336543,0,12.82800842,7042.001,2.37019386,-16,11.53593429,0.182,1.1875,0,10,33.11696637,0.273,0.160929989,12.65951889,-1.821265805,0.545,0.467,0.011086205,8.766678048,0.5625,0,0.67152532,57.27093587,0.406624327,-0.402234796,66.06881965,48.53093655,3.6504,0,0,0,198.3585338,0.031428487,10524.46293,52.04,1.264817823
141,0,1,2.043233864,692.760874,0.087581699,16.6093616,-0.145617461,2000,13.21376393,-0.570732411,4.41254911,462.2991569,1657.701745,0.06000189,0,0,10919.595,1.991367908,-54.24,10.91895425,0.25,2.833333333,0,50,16.90928385,0.25,0.007268965,12.95254926,-2.187983653,0.5,0.186,0.012461349,6.109109545,1.666666667,0,1.811198842,6.9237372,0.414391281,-0.868276353,549.3770342,6.9237372,-0.80468,0,13.21376393,-27.54071892,1197.527083,0.277448476,21905.7272,92,1.260071388
142,12.79718382,2.243,2.001708055,1005.760716,0.141491396,16.56292422,0.060610271,1000,11.49902367,23.09994324,5.763082643,259.8503584,1235.710636,0.096558727,4.992404733,1.553302627,7466.477,2.255274107,-18.46,17.23135755,0.288,2.444444444,1.661052532,50,16.74174314,0.02,0.005451605,13.62153978,-1.863663749,0.692,0.355,0.011086294,5.8735893,1.055555556,0,0.292507057,97.35834012,0.412451955,-0.614086243,105.8827824,48.02802097,2.857,0,12.79718382,1.85956991,215.5811779,0.160627946,13409.21696,62.05,1.25791845
143,13.21376393,0.2,1.846568421,327.9338159,0.098591549,16.59611656,-0.14554787,1000,26.42752786,0.667393705,9.027560319,321.0410811,1327.484248,0.225292895,0,0,7127.255,2.183066881,-30.48,18.70020121,0.5,1.5,0,500,33.11692164,0.333,0.013377359,12.76285867,-1.854617759,0.167,0.16,0.008838531,8.766394011,0.875,0,0.236580446,43.17559191,0.414608948,-0.763215199,278.4948737,0,0.3524,0,13.21376393,-2.111738625,694.6881003,0.052959576,14165.85166,40.46,1.257678575
144,0,1.004,2.222356941,2959.894942,0.036243822,16.6066889,0.075104235,3000,22.99804733,29.8457009,2.703997153,603.5572326,2934.471186,0.151388889,0,2.100444067,17459.314,2.323544081,-23.2,11.84349259,0.089,1.235294118,0,50,17.15475505,0.411,0.340891613,12.72550893,-2.17930121,0.501,0.401,0.014415083,5.929860915,0.647058824,0,0.646525861,48.53093655,0.41210046,-0.520714913,80.28841473,35.39237126,3.4237,0,0,1.72353061,194.6733469,0.115095935,21848.75961,40.46,1.255272505
